4929944280285299;1234;7556.23;false
4024746093301585;5678;1987.45;false
5458409561540077;9876;0.00;false
6011623517645267;4321;4300.89;false
4539781715695118;8765;925.10;false
3705857347842331;4321;6738.76;false
3542252877405189;9876;3421.89;false
5433542956931536;5678;10000.00;false
6011477252938022;1234;2204.50;true
4916427910986185;4321;572.30;false
4532300199812851;5678;8745.10;false
6011238275267009;8765;3600.70;false
4532739473931137;9876;789.34;false
3727354378424968;4321;2034.50;false
4532894314299422;5678;976.20;false
4716603201886766;1234;6420.10;true
6011361719704654;8765;901.50;false
4916991342261230;9876;345.70;true
4532796043031951;5678;430.00;false
6011365282393581;4321;7000.00;false
6011648259356093;4321;900.00;true
6011387201583728;8765;600.00;true
